Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Senior Data Analyst,71-90,4,Fox Corporation,Los Angeles,CA,5001 to 10000 employees,Public,TV Broadcast & Cable Networks,Media
Business Data Analyst,71-90,5,Connect International,Los Angeles,CA,1 to 50 employees,Nonprofit Organization,Unknown,Unknown
Business Data Analyst,71-90,4.5,PUBG Santa Monica,Los Angeles,CA,501 to 1000 employees,Private,Video Games,Media
Epidemiologist Data Analyst-Urology,71-90,4,UCLA Health,Los Angeles,CA,5001 to 10000 employees,Public,Health Care Services & Hospitals,Health Care
Mid-Senior Data Analyst,71-90,3.5,Robert Half,Los Angeles,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
Associate Player Support Data Analyst,71-90,3.4,Activision Blizzard,El Segundo,CA,10000+ employees,Public,Video Games,Media
Bi/Data Analyst,71-90,2.1,The Loot Company,Los Angeles,CA,201 to 500 employees,Private,Other Retail Stores,Retail
"Sr. Data Analyst, Ad Operations",71-90,3.8,System,Venice,CA,201 to 500 employees,Private,Internet,Information Technology
Data Analyst Junior,31-50,5,Staffigo Technical Services LLC,Los Angeles,CA,51 to 200 employees,Private,IT Services,Information Technology
"Customer Insights Manager, Senior Data Analyst | Mobile",31-50,,Elever Professional,Los Angeles,CA,1 to 50 employees,Private,Unknown,Unknown
Research Sr. Data Analyst - Kaiser Permanente Bernard J. Tyson School Of Medicine,31-50,4,Kaiser Permanente,Pasadena,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
"Senior Business Technology Analyst - Big Data (Los Angeles Area, Ca)",31-50,3.8,ZS Associates,Los Angeles,CA,5001 to 10000 employees,Private,Consulting,Business Services
Financial Data Analyst,31-50,3.8,Tecolote Research,El Segundo,CA,501 to 1000 employees,Private,Aerospace & Defense,Aerospace & Defense
Enterprise Data Quality Analyst - Edm,31-50,3.6,City National Bank,Los Angeles,CA,1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Survey Data Analyst,31-50,4.9,Cypress HCM,Los Angeles,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst/Sql/Healthcare Or Medical Or Clinical,31-50,,Infonex Technologies Inc,Pasadena,CA,Unknown,Public,Unknown,Unknown
Data Analyst Manager,31-50,,Oakwood Search  CHURN,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Enterprise Data Analyst,31-50,3.6,City National Bank,Los Angeles,CA,1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Media Data Analyst,31-50,,Bloom Ads Global Media Group,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst - Personalization,31-50,3.4,Internet Brands Inc,Los Angeles,CA,1001 to 5000 employees,Private,Internet,Information Technology
Data Systems Analyst Iii,31-50,,ESP Legal,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Data Analyst / Developer,31-50,4.1,Kforce,Los Angeles,CA,10000+ employees,Public,Staffing & Outsourcing,Business Services
Senior Data Bi Analyst,31-50,3.4,Apollo Medical Holdings Inc,Alhambra,CA,1 to 50 employees,Private,Unknown,Unknown
"Operations Analyst, Data Governance",31-50,3.7,Turner Broadcasting,Burbank,CA,10000+ employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media
"Analyst, Data (Pharmacy & Sql)",31-50,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
"Sr. Business Analyst, Data Science And Analytics",31-50,3,Beautycounter,Santa Monica,CA,201 to 500 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Enterprise Data Quality Analyst - Edm,31-50,3.5,Genuent,Los Angeles,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Microsoft Dynamics Crm Data Analyst,31-50,3.7,IBM,Los Angeles,CA,10000+ employees,Public,IT Services,Information Technology
"Marketing Data Analyst, Teleflora",31-50,3.6,The Wonderful Company LLC,Los Angeles,CA,5001 to 10000 employees,Private,Consumer Products Manufacturing,Manufacturing
Senior Customer Data Analyst : 20,31-50,4.6,Akraya Inc,Los Angeles,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Remote Data Analyst - Power Bi+Mongo+ Dax Experience,31-50,,Catasys Health,Santa Monica,CA,Unknown,Other Organization,Unknown,Unknown
Senior Data Analyst - User Growth,31-50,3.8,TikTok,Los Angeles,CA,1001 to 5000 employees,Private,Internet,Information Technology
Automotive Data Analyst,31-50,2.7,MotorTrend Group,El Segundo,CA,501 to 1000 employees,Public,TV Broadcast & Cable Networks,Media
Data Analyst - Product,31-50,3.4,Mercury Insurance Group,Brea,CA,1001 to 5000 employees,Public,Insurance Carriers,Insurance
"Sr. Analyst, Data",31-50,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
Senior Data Insights Analyst,31-50,,Endpoint Closing,El Segundo,CA,1 to 50 employees,Private,Unknown,Unknown
Bilingual (Chinese) Data Analyst,51-70,3.7,Tripalink,Los Angeles,CA,1 to 50 employees,Public,Real Estate,Real Estate
Systems And Data Analyst - Sql,51-70,,Ottimo Resources,Duarte,CA,Unknown,Public,Unknown,Unknown
Data Entry Analyst,51-70,3.6,Ajilon,Woodland Hills,CA,1001 to 5000 employees,Public,Staffing & Outsourcing,Business Services
"Sr Analyst, Data Operations",51-70,5,WB Technology,Burbank,CA,Unknown,Private,Unknown,Unknown
Data Intelligence Analyst Ii,51-70,4,Prosum,Los Angeles,CA,201 to 500 employees,Private,IT Services,Information Technology
Business Analyst / Data Analyst With Financial Industry Experience,51-70,3,INSPIRE IT Solutions,Monterey Park,CA,1 to 50 employees,Private,Unknown,Unknown
Sr. Data Analyst,51-70,3.3,Saicon Consultants Inc,Burbank,CA,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
Investment Reporting Data Analyst,51-70,,Recruiting Resources Inc,El Segundo,CA,1 to 50 employees,Private,Unknown,Unknown
Jr. Data Analyst (Jr. Da),51-70,4,Prime MSO LLC,Glendale,CA,1 to 50 employees,Private,Health Care Services & Hospitals,Health Care
Sr. Business Data Analyst,51-70,4.9,KORE Technologies,Santa Monica,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Reporting Analyst,51-70,3.6,Axelon Services Corporation,Pasadena,CA,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Pricing Data Analyst,51-70,3.6,City National Corporation,Los Angeles,CA,1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Senior Data Engineer & Analyst,51-70,5,Pddn,Pasadena,CA,51 to 200 employees,Private,"Health, Beauty, & Fitness",Consumer Services
Principal Data Management Analyst,51-70,3.8,Northrop Grumman,Woodland Hills,CA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Sr. Data Analyst,51-70,4.3,ConsultNet LLC,Burbank,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Sr Data Analyst (Dw),51-70,4.2,Aviana Global Technologies Inc,Los Angeles,CA,1 to 50 employees,Private,IT Services,Information Technology
"Data Analyst, Product",51-70,3.9,Jam City,Culver City,CA,501 to 1000 employees,Private,Video Games,Media
"Digital Media Data Analyst, Apple Tv+",51-70,4.1,Apple,Culver City,CA,10000+ employees,Public,Computer Hardware & Software,Information Technology
Data Intelligence Analyst,51-70,3.4,EMINENT INC,Cerritos,CA,1 to 50 employees,Private,IT Services,Information Technology
"Operations Analyst, Data Governance",51-70,5,WB Technology,Burbank,CA,Unknown,Private,Unknown,Unknown
Sr. Data Analyst,51-70,3.8,Dollar Shave Club,Marina del Rey,CA,201 to 500 employees,Private,Beauty & Personal Accessories Stores,Retail
Data Technician/Analyst/Specialist,51-70,3.5,Leo Tech LLC,Long Beach,CA,51 to 200 employees,Private,Unknown,Unknown
Senior Data Analyst,51-70,3.8,TikTok,Culver City,CA,1001 to 5000 employees,Private,Internet,Information Technology
Research Data Analyst,51-70,,Recargo Inc,El Segundo,CA,Unknown,Other Organization,Unknown,Unknown
Ã€1Yr Opt+Internã€‘Data Analyst Ä¿Å®Žä¹ Ä¿Å°±Ä¸Š,51-70,,Easyfind Company,Arcadia,CA,1 to 50 employees,Private,Unknown,Unknown
Heightened Standards Data Analyst,51-70,3.6,City National Bank,Beverly Hills,CA,1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Corporate: Data Analyst,51-70,3.4,U,Torrance,CA,1001 to 5000 employees,Public,Automotive Parts & Accessories Stores,Retail
Sr Data Analyst,51-70,3.1,MyLife,Los Angeles,CA,1 to 50 employees,Private,Internet,Information Technology
Data Analyst I- On Site Position,51-70,1,Center for Family Health and Education,Panorama City,CA,1 to 50 employees,Public,Unknown,Unknown
"Analyst, Data",51-70,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
Senior Data Analyst,71-90,4.7,DISQO,Glendale,CA,51 to 200 employees,Private,Research & Development,Business Services
Credit Data Analyst,71-90,,Dot,Glendale,CA,Unknown,Other Organization,Unknown,Unknown
Sr Performance Metrics Data Analyst,71-90,,BBCN Bank,Los Angeles,CA,Unknown,Other Organization,Unknown,Unknown
Sr. Data Analyst,71-90,,Launch Infotech,Signal Hill,CA,Unknown,Other Organization,Unknown,Unknown
Junior Data Analyst,71-90,3.9,Tech Air,Long Beach,CA,201 to 500 employees,Private,Industrial Manufacturing,Manufacturing
Senior Data Bi Analyst,71-90,2.5,Network Medical Management Inc,Alhambra,CA,501 to 1000 employees,Public,Health Care Services & Hospitals,Health Care
Data Analyst - Ms Access & Excel,71-90,3.5,Midcom,Azusa,CA,51 to 200 employees,Private,Consulting,Business Services
Data Analyst (Asset Management / Ediscovery),71-90,3.8,Odesus,Burbank,CA,51 to 200 employees,Private,Consulting,Business Services
Jr. Data Analyst,71-90,3.8,Login Consulting Services,El Segundo,CA,51 to 200 employees,Private,Consulting,Business Services
Sr. Data Analyst,71-90,4,Unilever,Marina del Rey,CA,10000+ employees,Public,Consumer Products Manufacturing,Manufacturing
"Data Analyst - Health, Experienced",71-90,4.1,Blue Shield of California,Woodland Hills,CA,5001 to 10000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Product/Data Analyst,71-90,,Clear Technology Consulting,Glendale,CA,Unknown,Other Organization,Unknown,Unknown
Junior Data Analyst,71-90,3.8,Airgas,Long Beach,CA,10000+ employees,Public,Chemical Manufacturing,Manufacturing
Reporting Data Analyst,71-90,3,Apollo Global Management,El Segundo,CA,1001 to 5000 employees,Public,Venture Capital & Private Equity,Finance
Data Intelligence Analyst,71-90,3.3,Revolve,Cerritos,CA,201 to 500 employees,Public,"Department, Clothing, & Shoe Stores",Retail
"Data Analyst-Cerritos, Ca",71-90,5,Georgia IT Inc,Cerritos,CA,1 to 50 employees,Private,Unknown,Unknown
Digital Marketing Data Analyst,71-90,,Recargo Inc,El Segundo,CA,Unknown,Other Organization,Unknown,Unknown
Sr Performance Metrics Data Analyst,71-90,2.6,Bank Of Hope,Los Angeles,CA,201 to 500 employees,Public,Unknown,Unknown
Student Data Compliance Analyst,71-90,3.3,KIPP SoCal Public Schools,Los Angeles,CA,1001 to 5000 employees,Nonprofit Organization,KUnknown2 Education,Education
Data Quality Control Analyst,71-90,3.5,Genuent,Glendale,CA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Senior Data Management Analyst,71-90,3,Apollo Global Management,El Segundo,CA,1001 to 5000 employees,Public,Venture Capital & Private Equity,Finance
Sr. Data Analyst,71-90,2.8,SAGAFTRA Health Plan and SAGProducers Pension Plan,Burbank,CA,Unknown,Private,Unknown,Unknown
Data Analyst Hedis Star,71-90,3.2,SCAN Health Plan,Long Beach,CA,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Senior Data Analyst,71-90,4.7,PlayQ,Santa Monica,CA,51 to 200 employees,Private,Video Games,Media
Sr. Data Analyst,71-90,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
Sap Master Data Analyst,71-90,2.5,NetSource Inc,Los Angeles,CA,51 to 200 employees,Private,Consumer Products Manufacturing,Manufacturing
Service Operations Data Analyst,71-90,3.3,Quinn Group Inc,City of Industry,CA,501 to 1000 employees,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Data Analyst I,71-90,,zzTarzana Treatment Centers Inc,Northridge,CA,Unknown,Other Organization,Unknown,Unknown
Senior Data Management Analyst,71-90,,Recruiting Resources Inc,El Segundo,CA,1 to 50 employees,Private,Unknown,Unknown
System And Data Analyst,91+,2.9,Pacific Clinics,Arcadia,CA,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Service Operations Data Analyst,91+,5,Quinn Group,City of Industry,CA,51 to 200 employees,Private,Unknown,Unknown
Sap Master Data Analyst,91+,,DT Professional Services,Los Angeles,CA,1 to 50 employees,Public,Unknown,Unknown
Business Analyst Asset Data Management,91+,4,NRC INC,Los Angeles,CA,51 to 200 employees,Private,Unknown,Unknown
Sr Digital Marketing Data Analyst (Paid Social),91+,5,LaBine  Associates,Santa Monica,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
19-0574 - Service Operations Data Analyst,91+,3.3,Quinn Company CAT,City of Industry,CA,501 to 1000 employees,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
Discovery Data Analyst,91+,2.9,NTT DATA Inc,Burbank,CA,201 to 500 employees,Private,Accounting,Accounting & Legal
"Analyst, Financial Master Data",91+,5,WB Technology,Burbank,CA,Unknown,Private,Unknown,Unknown
Data Analyst-Hedis & Star,91+,3.2,SCAN Health Plan,Long Beach,CA,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Music Copyright Data Analyst,91+,3.3,AppleOne,Woodland Hills,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Sr. Data Analyst,91+,3.8,Login Consulting Services,El Segundo,CA,51 to 200 employees,Private,Consulting,Business Services
Sr. Data Analyst,91+,,Shapestone Inc,Burbank,CA,Unknown,Other Organization,Unknown,Unknown
Sr. Data Governance Analyst,91+,4,Lorven Technologies Inc,Arcadia,CA,1 to 50 employees,Private,Accounting,Accounting & Legal
"Data Analyst - Health, Senior",91+,4.1,Blue Shield of California,Woodland Hills,CA,5001 to 10000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Data Analyst-Hedis & Star,91+,,SCAN Healthplan,Long Beach,CA,Unknown,Other Organization,Unknown,Unknown
Data Entry Clerk And Analyst - Financial,91+,2.8,Information Technology Partners,Burbank,CA,51 to 200 employees,Private,IT Services,Information Technology
"Analyst, Financial Master Data",91+,3.9,Warner Bros,Burbank,CA,5001 to 10000 employees,Public,Motion Picture Production & Distribution,Media
Senior Clinical Data Analyst,91+,3.4,Providence Health  Services,Gardena,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Sr. Data Analyst (Pharmacy),91+,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
"Sr Analyst, Data",91+,3.1,Molina Healthcare,Long Beach,CA,10000+ employees,Public,Insurance Carriers,Insurance
Systems And Data Analyst,91+,2.4,To Help Everyone Health  Wellness Centers,Los Angeles,CA,201 to 500 employees,Nonprofit Organization,Unknown,Unknown
"Analyst, Financial Master Data",91+,3.7,Turner Broadcasting,Burbank,CA,10000+ employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media
Copyright Data Analyst,91+,3.3,AppleOne,Woodland Hills,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Lims Master Data Analyst,91+,4.6,USDM Life Sciences,Santa Monica,CA,201 to 500 employees,Private,Consulting,Business Services
Data Analyst *Temp-Hire*,91+,2.9,SkillsetGroup  Professional Staffing Solutions,Pico Rivera,CA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
"Qm Data Analyst Ii, Whittier, Full Time Days",91+,3.6,PIH Health,Whittier,CA,5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Radar Telemetry Data Analyst - Rt,91+,,KLM Careers,Anaheim,CA,Unknown,Other Organization,Unknown,Unknown
Sr. Data Analyst Â€” Us Safety,91+,3.8,TikTok,Los Angeles,CA,1001 to 5000 employees,Private,Internet,Information Technology
Data Analyst - Marketing Analytics,91+,3.4,Mercury Insurance Group,Brea,CA,1001 to 5000 employees,Public,Insurance Carriers,Insurance
Radar Telemetry Data Analyst,51-70,,TopTalentFetch,Anaheim,CA,Unknown,Other Organization,Unknown,Unknown
Radar Telemetry Data Analyst,51-70,,Stark HR Consulting LLC,Anaheim,CA,Unknown,Other Organization,Unknown,Unknown
Senior Healthcare Data Analyst,51-70,,AlphaProTemps A,San Fernando,CA,Unknown,Other Organization,Unknown,Unknown
